_id,Unnamed: 0,Title,Date_of_Release,Rating,Description,Up_System
3075,3075,Rogue One: A Star Wars Story,2016,7.8,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,CM
3076,3076,La La Land,2016,8,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",CM
3077,3077,Zootopia,2016,8,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",CM
3078,3078,Hacksaw Ridge,2016,8.1,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",CM
3079,3079,Fantastic Beasts and Where to Find Them,2016,7.3,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,CM
3080,3080,X-Men: Apocalypse,2016,7,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",CM
3081,3081,Split,2016,7.3,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,CM
3082,3082,Passengers,2016,7,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",CM
3083,3083,10 Cloverfield Lane,2016,7.2,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",CM
3084,3084,The Jungle Book,2016,7.4,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",CM
3085,3085,The Nice Guys,2016,7.4,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",CM
3086,3086,The Accountant,2016,7.3,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",CM
3087,3087,Moonlight,2016,7.4,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.",CM
3088,3088,Warcraft: The Beginning,2016,6.9,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",CM
3089,3089,Moana,2016,7.6,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",CM
3090,3090,Now You See Me 2,2016,6.5,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",CM
3091,3091,Manchester by the Sea,2016,7.8,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,CM
3092,3092,Finding Dory,2016,7.3,"The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",CM
3093,3093,Star Trek Beyond,2016,7.1,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",CM
3094,3094,Nocturnal Animals,2016,7.5,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",CM
3095,3095,Sully,2016,7.5,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",CM
3096,3096,The Conjuring 2,2016,7.4,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,CM
3097,3097,Jason Bourne,2016,6.6,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,CM
3098,3098,Ghostbusters,2016,5.2,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",CM
3099,3099,Don't Breathe,2016,7.1,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",CM
3100,3100,Lion,2016,8.1,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",CM
3101,3101,Hell or High Water,2016,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,CM
3102,3102,Me Before You,2016,7.4,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,CM
3103,3103,Hidden Figures,2016,7.8,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,CM
3104,3104,The Magnificent Seven,2016,6.9,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,CM
3105,3105,Assassin's Creed,2016,5.8,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",CM
3106,3106,The Promise,2016,6.1,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",CM
3107,3107,The Secret Life of Pets,2016,6.5,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",CM
3108,3108,Sausage Party,2016,6.2,A sausage strives to discover the truth about his existence.,CM
3109,3109,Captain Fantastic,2016,7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",CM
3110,3110,Independence Day: Resurgence,2016,5.2,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",CM
3111,3111,War Dogs,2016,7.1,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",CM
3112,3112,The Girl on the Train,2016,6.5,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,CM
3113,3113,The Legend of Tarzan,2016,6.3,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",CM
3114,3114,Miss Peregrine's Home for Peculiar Children,2016,6.7,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",CM
3115,3115,Inferno,2016,6.2,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",CM
3116,3116,Logan,2017,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",CM
3117,3117,Wonder Woman,2017,7.5,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",CM
3118,3118,Guardians of the Galaxy Vol. 2,2017,7.7,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",CM
3119,3119,Dunkirk,2017,7.9,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",CM
3120,3120,Star Wars: Episode VIII - The Last Jedi,2017,7.2,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",CM
3121,3121,Thor: Ragnarok,2017,7.9,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnark, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",CM
3122,3122,Spider-Man: Homecoming,2017,7.5,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",CM
3123,3123,Get Out,2017,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",CM
3124,3124,Blade Runner 2049,2017,8,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",CM
3125,3125,Baby Driver,2017,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",CM
3126,3126,It,2017,7.4,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",CM
3127,3127,"Three Billboards Outside Ebbing, Missouri",2017,8.2,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,CM
3128,3128,Justice League,2017,6.5,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",CM
3129,3129,The Shape of Water,2017,7.3,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",CM
3130,3130,John Wick: Chapter 2,2017,7.5,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",CM
3131,3131,Coco,2017,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",CM
3132,3132,Jumanji: Welcome to the Jungle,2017,7,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",CM
3133,3133,Beauty and the Beast,2017,7.2,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",CM
3134,3134,Kong: Skull Island,2017,6.6,"After the Vietnam war, a team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",CM
3135,3135,Kingsman: The Golden Circle,2017,6.8,"When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",CM
3136,3136,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew.,CM
3137,3137,Alien: Covenant,2017,6.4,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",CM
3138,3138,War for the Planet of the Apes,2017,7.5,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",CM
3139,3139,The Greatest Showman,2017,7.6,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,CM
3140,3140,Life,2017,6.6,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,CM
3141,3141,The Fate of the Furious,2017,6.7,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",CM
3142,3142,Murder on the Orient Express,2017,6.5,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",CM
3143,3143,Ghost in the Shell,2017,6.4,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",CM
3144,3144,Lady Bird,2017,7.4,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",CM
3145,3145,King Arthur: Legend of the Sword,2017,6.8,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",CM
3146,3146,Wind River,2017,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,CM
3147,3147,The Hitman's Bodyguard,2017,6.9,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",CM
3148,3148,Mother!,2017,6.6,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",CM
3149,3149,The Mummy,2017,5.5,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",CM
3150,3150,Call Me by Your Name,2017,7.9,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",CM
3151,3151,Atomic Blonde,2017,6.7,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,CM
3152,3152,Bright,2017,6.4,A detective must work with an Orc to find a powerful wand before evil creatures do.,CM
3153,3153,"I, Tonya",2017,7.5,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",CM
3154,3154,Valerian and the City of a Thousand Planets,2017,6.5,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",CM
3155,3155,Darkest Hour,2017,7.4,"In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.",CM
3156,3156,Baywatch,2017,5.6,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",CM
3157,3157,American Made,2017,7.2,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",CM
3158,3158,Transformers: The Last Knight,2017,5.2,"A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",CM
3159,3159,The Lego Batman Movie,2017,7.3,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",CM
3160,3160,The Disaster Artist,2017,7.4,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",CM
3161,3161,Logan,2017,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",CM
3162,3162,Wonder Woman,2017,7.5,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",CM
3163,3163,Guardians of the Galaxy Vol. 2,2017,7.7,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",CM
3164,3164,Dunkirk,2017,7.9,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",CM
3165,3165,Star Wars: Episode VIII - The Last Jedi,2017,7.2,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",CM
3166,3166,Thor: Ragnarok,2017,7.9,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnark, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",CM
3167,3167,Spider-Man: Homecoming,2017,7.5,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",CM
3168,3168,Get Out,2017,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",CM
3169,3169,Blade Runner 2049,2017,8,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",CM
3170,3170,Baby Driver,2017,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",CM
3171,3171,It,2017,7.4,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",CM
3172,3172,"Three Billboards Outside Ebbing, Missouri",2017,8.2,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,CM
3173,3173,Justice League,2017,6.5,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",CM
3174,3174,The Shape of Water,2017,7.3,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",CM
3175,3175,John Wick: Chapter 2,2017,7.5,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",CM
3176,3176,Coco,2017,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",CM
3177,3177,Jumanji: Welcome to the Jungle,2017,7,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",CM
3178,3178,Beauty and the Beast,2017,7.2,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",CM
3179,3179,Kong: Skull Island,2017,6.6,"After the Vietnam war, a team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",CM
3180,3180,Kingsman: The Golden Circle,2017,6.8,"When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",CM
3181,3181,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew.,CM
3182,3182,Alien: Covenant,2017,6.4,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",CM
3183,3183,War for the Planet of the Apes,2017,7.5,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",CM
3184,3184,The Greatest Showman,2017,7.6,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,CM
3185,3185,Life,2017,6.6,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,CM
3186,3186,The Fate of the Furious,2017,6.7,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",CM
3187,3187,Murder on the Orient Express,2017,6.5,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",CM
3188,3188,Ghost in the Shell,2017,6.4,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",CM
3189,3189,Lady Bird,2017,7.4,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",CM
3190,3190,King Arthur: Legend of the Sword,2017,6.8,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",CM
3191,3191,Wind River,2017,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,CM
3192,3192,The Hitman's Bodyguard,2017,6.9,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",CM
3193,3193,Mother!,2017,6.6,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",CM
3194,3194,The Mummy,2017,5.5,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",CM
3195,3195,Call Me by Your Name,2017,7.9,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",CM
3196,3196,Atomic Blonde,2017,6.7,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,CM
3197,3197,Bright,2017,6.4,A detective must work with an Orc to find a powerful wand before evil creatures do.,CM
3198,3198,"I, Tonya",2017,7.5,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",CM
3199,3199,Valerian and the City of a Thousand Planets,2017,6.5,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",CM
3200,3200,Darkest Hour,2017,7.4,"In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.",CM
3201,3201,Baywatch,2017,5.6,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",CM
3202,3202,American Made,2017,7.2,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",CM
3203,3203,Transformers: The Last Knight,2017,5.2,"A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",CM
3204,3204,The Lego Batman Movie,2017,7.3,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",CM
3205,3205,The Disaster Artist,2017,7.4,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",CM
3206,3206,Logan,2017,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",CM
3207,3207,Wonder Woman,2017,7.5,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",CM
3208,3208,Guardians of the Galaxy Vol. 2,2017,7.7,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",CM
3209,3209,Dunkirk,2017,7.9,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",CM
3210,3210,Star Wars: Episode VIII - The Last Jedi,2017,7.2,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",CM
3211,3211,Thor: Ragnarok,2017,7.9,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnark, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",CM
3212,3212,Spider-Man: Homecoming,2017,7.5,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",CM
3213,3213,Get Out,2017,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",CM
3214,3214,Blade Runner 2049,2017,8,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",CM
3215,3215,Baby Driver,2017,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",CM
3216,3216,It,2017,7.4,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",CM
3217,3217,"Three Billboards Outside Ebbing, Missouri",2017,8.2,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,CM
3218,3218,Justice League,2017,6.5,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",CM
3219,3219,The Shape of Water,2017,7.3,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",CM
3220,3220,John Wick: Chapter 2,2017,7.5,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",CM
3221,3221,Coco,2017,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",CM
3222,3222,Jumanji: Welcome to the Jungle,2017,7,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",CM
3223,3223,Beauty and the Beast,2017,7.2,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",CM
3224,3224,Kong: Skull Island,2017,6.6,"After the Vietnam war, a team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",CM
3225,3225,Kingsman: The Golden Circle,2017,6.8,"When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",CM
3226,3226,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew.,CM
3227,3227,Alien: Covenant,2017,6.4,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",CM
3228,3228,War for the Planet of the Apes,2017,7.5,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",CM
3229,3229,The Greatest Showman,2017,7.6,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,CM
3230,3230,Life,2017,6.6,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,CM
3231,3231,The Fate of the Furious,2017,6.7,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",CM
3232,3232,Murder on the Orient Express,2017,6.5,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",CM
3233,3233,Ghost in the Shell,2017,6.4,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",CM
3234,3234,Lady Bird,2017,7.4,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",CM
3235,3235,King Arthur: Legend of the Sword,2017,6.8,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",CM
3236,3236,Wind River,2017,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,CM
3237,3237,The Hitman's Bodyguard,2017,6.9,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",CM
3238,3238,Mother!,2017,6.6,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",CM
3239,3239,The Mummy,2017,5.5,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",CM
3240,3240,Call Me by Your Name,2017,7.9,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",CM
3241,3241,Atomic Blonde,2017,6.7,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,CM
3242,3242,Bright,2017,6.4,A detective must work with an Orc to find a powerful wand before evil creatures do.,CM
3243,3243,"I, Tonya",2017,7.5,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",CM
3244,3244,Valerian and the City of a Thousand Planets,2017,6.5,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",CM
3245,3245,Darkest Hour,2017,7.4,"In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.",CM
3246,3246,Baywatch,2017,5.6,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",CM
3247,3247,American Made,2017,7.2,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",CM
